Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
161,161.004,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived decision time and difficulty,-,decision effectiveness,effectiveness,user,subj,Featuristic system,Filtering system,no explanation,not found,161.01,-,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k",-,-
161,161.002,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived understanding of recommendation,why recommended,understanding,transparency,user + system,subj,Featuristic system,non-interactive Featuristic system,internal explanation,not found,161.01,161.02,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k","visual, input, static, local","post-hoc, interactions, hybrid, top-k"
161,161.006,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived information sufficiency to make decision,information sufficiency (subjective),information quality,Interface Quality,system,subj,Featuristic system,non-interactive Featuristic system,internal explanation,found,161.01,161.02,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k","visual, input, static, local","post-hoc, interactions, hybrid, top-k"
161,161.007,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived understandability of provided information in system,information quality (subjective),information quality,Interface Quality,system,subj,Featuristic system,non-interactive Featuristic system,internal explanation,not found,161.01,161.02,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k","visual, input, static, local","post-hoc, interactions, hybrid, top-k"
161,161.008,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived decision time and difficulty,-,decision effectiveness,effectiveness,user,subj,Featuristic system,non-interactive Featuristic system,internal explanation,not found,161.01,161.02,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k","visual, input, static, local","post-hoc, interactions, hybrid, top-k"
162,162.001,teachers in the experimental group have significantly higher scores in comparison to the control group,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,recommendation with explanation,recommendation without explanation,no explanation,found,162.01,-,162.1,"textual, output, static, local","post-hoc, interactions + item attributes, hybrid, top-k",-,-
162,162.002,teachers in the experimental group have significantly higher scores in comparison to the control group,perceived decision effectiveness (information sufficiency and decision time),-,decision effectiveness,effectiveness,user,subj,recommendation with explanation,recommendation without explanation,no explanation,found,162.01,-,162.1,"textual, output, static, local","post-hoc, interactions + item attributes, hybrid, top-k",-,-
162,162.003,teachers in the experimental group have significantly higher scores in comparison to the control group,decision confidence,-,decision effectiveness,effectiveness,user,subj,recommendation with explanation,recommendation without explanation,no explanation,not found,162.01,-,162.1,"textual, output, static, local","post-hoc, interactions + item attributes, hybrid, top-k",-,-
162,162.004,teachers in the experimental group have significantly higher scores in comparison to the control group,perceived understanding of recommendation,why recommended,understanding,transparency,user + system,subj,recommendation with explanation,recommendation without explanation,no explanation,found,162.01,-,162.1,"textual, output, static, local","post-hoc, interactions + item attributes, hybrid, top-k",-,-
162,162.005,teachers in the experimental group have significantly higher scores in comparison to the control group,user control (adapt recommendations to their needs),control over recommendations (subjective),control,Interface Quality,system,subj,recommendation with explanation,recommendation without explanation,no explanation,found,162.01,-,162.1,"textual, output, static, local","post-hoc, interactions + item attributes, hybrid, top-k",-,-
163,163.002,The positive direct effect from condition onto explanation quality (see Figure 2) suggests that the explanations formulated by human buddies attain higher quality than the generic similaritybased ones.,explanation quality rating (after item consumption),-,efficacy,user perception of explanation quality,system,subj,personalized explanation,similarity-based explanation,internal explanation,found,163.02,163.01,163.1,"textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k","textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k"
163,163.003,"While condition has a negative direct effect on recommendation quality, suggesting that human buddies provide recommendations of lower quality, the mediation [condition → explanation quality → recommendation quality] yields a competing impact of .44 (p < .001). Hence, although recommended movies from a personal source are perceived as worse if examined in isolation, this effect is antagonized by the significant positive influence exhibited by the explanations provided.",recommendation quality rating (after item consumption),general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,personalized explanation,similarity-based explanation,internal explanation,not found,163.02,163.01,163.1,"textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k","textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k"
163,163.005,"The negative impact from condition suggests that, per se, the human buddy is perceived as less competent.",perceived system competence,system competence,cognitive trust,trust,user,subj,personalized explanation,similarity-based explanation,internal explanation,found,163.02,163.01,163.1,"textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k","textual, output, static, local","not mentioned, interactions, Matrix Factorization, top-k"
